0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.799249476601460507e-01,0.000000000000000000e+00,6.446710083517216416e-01
1.461855859240273614e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.809119816501698591e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.718189936789469852e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.154827232360005951e-02,2.640222631530152533e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.337346994467595196e-01
0.000000000000000000e+00,0.000000000000000000e+00,5.968547181500503257e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.520193019845976656e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.124004064339126446e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.102565489385585296e-02,4.693996649718332193e-01
1.025899968639567561e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.866663958155902581e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.242326876937442370e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.614179472425676748e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.192077654355625377e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.085119846089201090e-01
0.000000000000000000e+00,2.254034571512725585e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.877458919082600874e-01,0.000000000000000000e+00,1.308105605707273744e-01,0.000000000000000000e+00
7.180033992039532020e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.584232175056395353e-01,2.952390797141566936e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.462591696869854907e-01,1.503916845253059631e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.764519298795912128e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.182968283373781772e-02,2.785236025967475215e-01,3.206345825828550988e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.208714562716250995e-01,0.000000000000000000e+00,1.255038878134991098e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.330294475470818472e-02,0.000000000000000000e+00,2.780930421553458043e-01,0.000000000000000000e+00,6.679169519285339807e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.268365741553758308e-01,2.561216966680407436e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.886632858554850911e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.246003496724106152e-02,0.000000000000000000e+00,2.911968151651099235e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.040410110514262465e-01,4.670230725848111830e-01,1.017224658162068779e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.184490989261165583e-01,0.000000000000000000e+00,5.598534221754819518e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.122915092193652106e-04,0.000000000000000000e+00
5.755075121943033049e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.901937611652189941e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.340424602671018928e-01
5.632179050016832000e-03,8.506933928027692049e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.326882789333869050e-01
0.000000000000000000e+00,5.158288047416546146e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.257736962107662726e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.567980504453845403e-01
3.191650431625116524e-01,0.000000000000000000e+00,5.525508669355581881e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.792904125845481200e-01,3.208319467887376097e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.275058768674835460e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.792868568467331558e-01,3.208343449386144575e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.140086017576865896e-01,1.320979404243132482e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.018043196925699084e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.650286738199670866e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.595141453503442330e-02,2.789688283456003282e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.593451427983886201e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.616705705192305165e-04,1.608282318479673997e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.440412828834542580e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.218117162079901727e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.593254961135392083e-05,2.416369182986844166e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.467227783637675698e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.908435600909780927e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.143115400230401868e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.342601784756083383e-01,2.658636784780387119e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.975299774272239636e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.140086112691167886e-01,1.320978955369143670e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.076963479889302133e-01,3.024071090166893794e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.926472004237948177e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.456134330509291530e-02,0.000000000000000000e+00,1.970177137597810824e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.539056427297255780e-01
0.000000000000000000e+00,2.218110792532347053e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.609523580432234806e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.415987018962435784e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.702099155640038108e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600070944655615779e-01,0.000000000000000000e+00,6.535026635042038290e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.103804127501027271e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.013665049420851699e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.871920796665047848e-01
6.260109794688501630e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.136863942224293766e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.078874195302476746e-01,0.000000000000000000e+00
1.297056993273327907e-09,0.000000000000000000e+00,0.000000000000000000e+00,1.183275300609194086e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.607927133103747519e-02,0.000000000000000000e+00,7.010694055098561084e-02,3.666114661888069670e-01
0.000000000000000000e+00,2.083656129796868167e-10,2.767995666766585178e-02,1.381117228715467993e-01,0.000000000000000000e+00,2.047978456045561613e-01,3.940097404181455709e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.673603663653416340e-02,3.762758303924813863e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.482834369120508977e-01,0.000000000000000000e+00,4.501910787036273592e-02,3.660313427781038964e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.797433752880875146e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.571746847100213618e-02,1.054421013735683949e-01,7.017335237692745586e-02,5.238953964660489904e-01
1.518590740888632884e-01,0.000000000000000000e+00,1.803558402753279999e-01,0.000000000000000000e+00,2.384150007667534266e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.111978404198393500e-01,2.041439905453194879e-04,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.493439121348986834e-02,1.244994991946340029e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.769542221248813219e-01,0.000000000000000000e+00,1.678093727862194073e-02,2.664143824174322606e-01
2.870443559697795046e-11,1.817528943724292553e-08,0.000000000000000000e+00,1.273329853001223533e-01,0.000000000000000000e+00,2.363835874918204516e-01,3.339061927231560256e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.153043429443415995e-10,0.000000000000000000e+00,4.893004503425125301e-02,1.317805707378254809e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.504666487586827861e-01,7.618386387192738196e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.363472316222177430e-10,0.000000000000000000e+00,0.000000000000000000e+00,2.586512191908717923e-02,2.048821902495353287e-01,4.620091539890401333e-01,9.856566327540929040e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.264340276111594753e-04,0.000000000000000000e+00,6.072333017655886372e-02,0.000000000000000000e+00,1.318433879837725975e-01,0.000000000000000000e+00,3.263926514142972968e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.990312882121861748e-01
0.000000000000000000e+00,6.128525597115348778e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.171135286783773821e-02,0.000000000000000000e+00,1.930611410277991921e-02,0.000000000000000000e+00,4.575584325849370304e-02,4.982854045977633817e-01
1.037808324739808719e-01,0.000000000000000000e+00,1.597901974209268161e-01,0.000000000000000000e+00,1.706662772136503248e-01,1.329976480187927690e-01,0.000000000000000000e+00,8.667886350917067273e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.046033449687957084e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.561519234994026006e-02,0.000000000000000000e+00,1.179442191713677007e-01,8.904313053187187799e-02,6.281887708975792961e-01
-1.149163406870120751e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.111299131260300166e-01,0.000000000000000000e+00,1.921844852827730987e-01,4.285181173408599831e-01,6.695317829052559178e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.038272007251665632e-06,3.179520802841285382e-02,1.464463048362818487e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.083619403540187931e-01,0.000000000000000000e+00,3.724637919444930608e-03,0.000000000000000000e+00
6.659907938371399660e-02,2.021292379445195631e-01,8.653691693209489277e-02,0.000000000000000000e+00,2.604955054950948423e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.321872070607663263e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.399982721407943886e-02,0.000000000000000000e+00,2.674111188740453779e-04,1.358178348142590197e-01,6.120910404777772928e-01,9.295559801975715464e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.060686754332739096e-02,0.000000000000000000e+00,9.221149530269577566e-02,1.152723587885742529e-01,8.685023320622282939e-02,2.207631118044218466e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.059947456520839985e-09,1.445974117259645993e-04,0.000000000000000000e+00,1.417890962258507026e-01,6.828903805375641234e-02,0.000000000000000000e+00,3.387150998263570578e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.147265021480635956e-06,0.000000000000000000e+00,0.000000000000000000e+00,2.463570401455469072e-01,1.441811298163142574e-02,0.000000000000000000e+00,1.642303500103490521e-01,0.000000000000000000e+00,8.221999384558104085e-01
0.000000000000000000e+00,1.390527967306996672e-04,0.000000000000000000e+00,1.461215945037561137e-01,3.626471990903030324e-02,0.000000000000000000e+00,3.500857994394719341e-01,0.000000000000000000e+00,3.728642540242285003e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.077493427146903049e-01,1.059543809771018585e-01,1.620576164227619520e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.362871320076286788e-04,4.353948200565174731e-01
5.903471317742553515e-02,1.590970996168865892e-01,5.033669771064560455e-02,0.000000000000000000e+00,1.088752353849025290e-03,1.855186386381884600e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.766401326828216156e-02,9.992584086516827224e-02,0.000000000000000000e+00,1.705658006107828306e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.124380153546920398e-03,3.697026570165931059e-01
-2.808741661082332444e-13,0.000000000000000000e+00,3.181636764979848403e-02,1.464251743976578146e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.083772336855212570e-01,0.000000000000000000e+00,3.570649176019124148e-03,0.000000000000000000e+00
0.000000000000000000e+00,4.402411430199753423e-02,0.000000000000000000e+00,1.208364581970049478e-01,2.343886728919757773e-02,2.473150983848360907e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.435424229681745045e-02,0.000000000000000000e+00
1.125032616085449517e-10,1.431582303127777456e-01,0.000000000000000000e+00,1.599048243372346578e-01,3.594951225255620889e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.639972530684999374e-01,0.000000000000000000e+00
